  -5	  -5		   3.23853251E-02	   9.25090787E-05		   3.23850866E-02	   9.25075046E-05
  -4	  -5		   3.28132801E-02	   9.93525634E-05		   3.28127771E-02	   9.93525811E-05
  -3	  -5		   3.29213852E-02	   9.95805603E-05		   3.29211426E-02	   9.95792551E-05
  -2	  -5		   3.34552568E-02	   1.00729268E-04		   3.34547353E-02	   1.00728697E-04
  -1	  -5		   3.34314256E-02	   1.05334554E-04		   3.34311781E-02	   1.05333422E-04
   0	  -5		   3.37552116E-02	   9.89270256E-05		   3.37548534E-02	   9.89278755E-05
   1	  -5		   3.34494680E-02	   9.84476659E-05		   3.34492138E-02	   9.84480937E-05
   2	  -5		   3.34547468E-02	   1.01158483E-04		   3.34542304E-02	   1.01157155E-04
   3	  -5		   3.29259083E-02	   9.71472544E-05		   3.29256587E-02	   9.71462273E-05
   4	  -5		   3.27973356E-02	   9.63582543E-05		   3.27968289E-02	   9.63582560E-05
   5	  -5		   3.23911710E-02	   9.84905198E-05		   3.23909320E-02	   9.84902966E-05
   6	  -5		   3.24657722E-02	   9.56178985E-05		   3.24654308E-02	   9.56182613E-05
  -5	  -4		   3.27901847E-02	   9.75958564E-05		   3.27896725E-02	   9.75951842E-05
  -4	  -4		   3.29551944E-02	   9.74798885E-05		   3.29549516E-02	   9.74799529E-05
  -3	  -4		   3.37121342E-02	   1.00474810E-04		   3.37092511E-02	   1.00474904E-04
  -2	  -4		   3.39724650E-02	   1.04213736E-04		   3.39722050E-02	   1.04213778E-04
  -1	  -4		   3.46837551E-02	   1.02708752E-04		   3.46824896E-02	   1.02708699E-04
   0	  -4		   3.45063200E-02	   1.04790198E-04		   3.45060531E-02	   1.04791006E-04
   1	  -4		   3.47085263E-02	   1.00618293E-04		   3.47072324E-02	   1.00612828E-04
   2	  -4		   3.39957224E-02	   9.89271703E-05		   3.39954613E-02	   9.89275120E-05
   3	  -4		   3.37267908E-02	   9.54125013E-05		   3.37238719E-02	   9.54186919E-05
   4	  -4		   3.29646195E-02	   9.69020917E-05		   3.29643667E-02	   9.69023804E-05
   5	  -4		   3.28018660E-02	   9.77629716E-05		   3.28013579E-02	   9.77612983E-05
   6	  -4		   3.24841355E-02	   9.29764451E-05		   3.24838905E-02	   9.29754705E-05
  -5	  -3		   3.29114564E-02	   9.76625724E-05		   3.29112125E-02	   9.76619463E-05
  -4	  -3		   3.37255976E-02	   9.99779185E-05		   3.37227280E-02	   9.99788441E-05
  -3	  -3		   3.43039692E-02	   1.01160249E-04		   3.43037075E-02	   1.01159202E-04
  -2	  -3		   3.59830121E-02	   9.97450270E-05		   3.59603847E-02	   9.97396747E-05
  -1	  -3		   3.62906196E-02	   9.87389165E-05		   3.62903503E-02	   9.87391760E-05
   0	  -3		   3.72088840E-02	   1.06111506E-04		   3.72072983E-02	   1.06106748E-04
   1	  -3		   3.63092339E-02	   9.95694858E-05		   3.63089598E-02	   9.95681498E-05
   2	  -3		   3.60130671E-02	   1.00305716E-04		   3.59905215E-02	   1.00307403E-04
   3	  -3		   3.43362371E-02	   9.86445235E-05		   3.43359831E-02	   9.86442387E-05
   4	  -3		   3.37519722E-02	   1.00490526E-04		   3.37491168E-02	   1.00486823E-04
   5	  -3		   3.29217795E-02	   9.77634651E-05		   3.29215306E-02	   9.77621420E-05
   6	  -3		   3.29273702E-02	   9.67056602E-05		   3.29269102E-02	   9.67035157E-05
  -5	  -2		   3.34495768E-02	   9.91791328E-05		   3.34490455E-02	   9.91780438E-05
  -4	  -2		   3.39653454E-02	   9.78311721E-05		   3.39650870E-02	   9.78298178E-05
  -3	  -2		   3.59900948E-02	   1.01265551E-04		   3.59675336E-02	   1.01254950E-04
  -2	  -2		   3.74797835E-02	   1.03637415E-04		   3.74795020E-02	   1.03637674E-04
  -1	  -2		   4.23233914E-02	   1.09593614E-04		   4.20585994E-02	   1.09610450E-04
   0	  -2		   4.15181341E-02	   1.09333737E-04		   4.15178072E-02	   1.09332759E-04
   1	  -2		   4.23207055E-02	   1.09959368E-04		   4.20558732E-02	   1.10041159E-04
   2	  -2		   3.74880563E-02	   1.06437918E-04		   3.74877634E-02	   1.06435593E-04
   3	  -2		   3.60059931E-02	   1.03892229E-04		   3.59833649E-02	   1.03889719E-04
   4	  -2		   3.39971163E-02	   1.01687556E-04		   3.39968593E-02	   1.01686962E-04
   5	  -2		   3.34575352E-02	   9.92546557E-05		   3.34570048E-02	   9.92544360E-05
   6	  -2		   3.29915176E-02	   9.86707338E-05		   3.29912683E-02	   9.86699000E-05
  -5	  -1		   3.34569640E-02	   1.01820632E-04		   3.34567149E-02	   1.01819608E-04
  -4	  -1		   3.47040827E-02	   1.03032307E-04		   3.47027954E-02	   1.03031844E-04
  -3	  -1		   3.63033616E-02	   1.02730793E-04		   3.63030820E-02	   1.02730007E-04
  -2	  -1		   4.23086296E-02	   1.12829080E-04		   4.20441387E-02	   1.12799897E-04
  -1	  -1		   4.58894127E-02	   1.21416258E-04		   4.58890388E-02	   1.21414084E-04
   0	  -1		   7.90182019E-02	   1.47510574E-04		   6.87575601E-02	   1.47602271E-04
   1	  -1		   4.59201815E-02	   1.24717020E-04		   4.59198081E-02	   1.24713849E-04
   2	  -1		   4.23478053E-02	   1.13057731E-04		   4.20828326E-02	   1.12941239E-04
   3	  -1		   3.63234165E-02	   1.05686609E-04		   3.63231388E-02	   1.05685519E-04
   4	  -1		   3.47136523E-02	   1.05126436E-04		   3.47123711E-02	   1.05126583E-04
   5	  -1		   3.34634326E-02	   1.02267285E-04		   3.34631799E-02	   1.02267094E-04
   6	  -1		   3.34001041E-02	   9.98493301E-05		   3.33998347E-02	   9.98479980E-05
  -5	   0		   3.37874531E-02	   1.00512332E-04		   3.37870907E-02	   1.00512457E-04
  -4	   0		   3.45247693E-02	   1.05560756E-04		   3.45245134E-02	   1.05560167E-04
  -3	   0		   3.71984601E-02	   1.06125629E-04		   3.71968716E-02	   1.06124757E-04
  -2	   0		   4.15271118E-02	   1.10894007E-04		   4.15267777E-02	   1.10892296E-04
  -1	   0		   7.90096877E-02	   1.50123527E-04		   6.87526565E-02	   1.50039718E-04
   0	   0		   2.08881371E-01	   2.56179997E-04		   8.38804103E-02	   2.56173264E-04
   1	   0		   7.90096877E-02	   1.50123527E-04		   6.87526565E-02	   1.50039718E-04
   2	   0		   4.15271118E-02	   1.10894007E-04		   4.15267777E-02	   1.10892296E-04
   3	   0		   3.71984601E-02	   1.06125629E-04		   3.71968716E-02	   1.06124757E-04
   4	   0		   3.45247693E-02	   1.05560756E-04		   3.45245134E-02	   1.05560167E-04
   5	   0		   3.37874531E-02	   1.00512332E-04		   3.37870907E-02	   1.00512457E-04
   6	   0		   3.32516116E-02	   9.93515985E-05		   3.32513584E-02	   9.93522272E-05
  -5	   1		   3.34634326E-02	   1.02267285E-04		   3.34631799E-02	   1.02267094E-04
  -4	   1		   3.47136523E-02	   1.05126436E-04		   3.47123711E-02	   1.05126583E-04
  -3	   1		   3.63234165E-02	   1.05686609E-04		   3.63231388E-02	   1.05685519E-04
  -2	   1		   4.23478053E-02	   1.13057731E-04		   4.20828326E-02	   1.12941239E-04
  -1	   1		   4.59201815E-02	   1.24717020E-04		   4.59198081E-02	   1.24713849E-04
   0	   1		   7.90182019E-02	   1.47510574E-04		   6.87575601E-02	   1.47602271E-04
   1	   1		   4.58894127E-02	   1.21416258E-04		   4.58890388E-02	   1.21414084E-04
   2	   1		   4.23086296E-02	   1.12829080E-04		   4.20441387E-02	   1.12799897E-04
   3	   1		   3.63033616E-02	   1.02730793E-04		   3.63030820E-02	   1.02730007E-04
   4	   1		   3.47040827E-02	   1.03032307E-04		   3.47027954E-02	   1.03031844E-04
   5	   1		   3.34569640E-02	   1.01820632E-04		   3.34567149E-02	   1.01819608E-04
   6	   1		   3.34001041E-02	   9.98493301E-05		   3.33998347E-02	   9.98479980E-05
  -5	   2		   3.34575352E-02	   9.92546557E-05		   3.34570048E-02	   9.92544360E-05
  -4	   2		   3.39971163E-02	   1.01687556E-04		   3.39968593E-02	   1.01686962E-04
  -3	   2		   3.60059931E-02	   1.03892229E-04		   3.59833649E-02	   1.03889719E-04
  -2	   2		   3.74880563E-02	   1.06437918E-04		   3.74877634E-02	   1.06435593E-04
  -1	   2		   4.23207055E-02	   1.09959368E-04		   4.20558732E-02	   1.10041159E-04
   0	   2		   4.15181341E-02	   1.09333737E-04		   4.15178072E-02	   1.09332759E-04
   1	   2		   4.23233914E-02	   1.09593614E-04		   4.20585994E-02	   1.09610450E-04
   2	   2		   3.74797835E-02	   1.03637415E-04		   3.74795020E-02	   1.03637674E-04
   3	   2		   3.59900948E-02	   1.01265551E-04		   3.59675336E-02	   1.01254950E-04
   4	   2		   3.39653454E-02	   9.78311721E-05		   3.39650870E-02	   9.78298178E-05
   5	   2		   3.34495768E-02	   9.91791328E-05		   3.34490455E-02	   9.91780438E-05
   6	   2		   3.29915176E-02	   9.86707338E-05		   3.29912683E-02	   9.86699000E-05
  -5	   3		   3.29217795E-02	   9.77634651E-05		   3.29215306E-02	   9.77621420E-05
  -4	   3		   3.37519722E-02	   1.00490526E-04		   3.37491168E-02	   1.00486823E-04
  -3	   3		   3.43362371E-02	   9.86445235E-05		   3.43359831E-02	   9.86442387E-05
  -2	   3		   3.60130671E-02	   1.00305716E-04		   3.59905215E-02	   1.00307403E-04
  -1	   3		   3.63092339E-02	   9.95694858E-05		   3.63089598E-02	   9.95681498E-05
   0	   3		   3.72088840E-02	   1.06111506E-04		   3.72072983E-02	   1.06106748E-04
   1	   3		   3.62906196E-02	   9.87389165E-05		   3.62903503E-02	   9.87391760E-05
   2	   3		   3.59830121E-02	   9.97450270E-05		   3.59603847E-02	   9.97396747E-05
   3	   3		   3.43039692E-02	   1.01160249E-04		   3.43037075E-02	   1.01159202E-04
   4	   3		   3.37255976E-02	   9.99779185E-05		   3.37227280E-02	   9.99788441E-05
   5	   3		   3.29114564E-02	   9.76625724E-05		   3.29112125E-02	   9.76619463E-05
   6	   3		   3.29273702E-02	   9.67056602E-05		   3.29269102E-02	   9.67035157E-05
  -5	   4		   3.28018660E-02	   9.77629716E-05		   3.28013579E-02	   9.77612983E-05
  -4	   4		   3.29646195E-02	   9.69020917E-05		   3.29643667E-02	   9.69023804E-05
  -3	   4		   3.37267908E-02	   9.54125013E-05		   3.37238719E-02	   9.54186919E-05
  -2	   4		   3.39957224E-02	   9.89271703E-05		   3.39954613E-02	   9.89275120E-05
  -1	   4		   3.47085263E-02	   1.00618293E-04		   3.47072324E-02	   1.00612828E-04
   0	   4		   3.45063200E-02	   1.04790198E-04		   3.45060531E-02	   1.04791006E-04
   1	   4		   3.46837551E-02	   1.02708752E-04		   3.46824896E-02	   1.02708699E-04
   2	   4		   3.39724650E-02	   1.04213736E-04		   3.39722050E-02	   1.04213778E-04
   3	   4		   3.37121342E-02	   1.00474810E-04		   3.37092511E-02	   1.00474904E-04
   4	   4		   3.29551944E-02	   9.74798885E-05		   3.29549516E-02	   9.74799529E-05
   5	   4		   3.27901847E-02	   9.75958564E-05		   3.27896725E-02	   9.75951842E-05
   6	   4		   3.24841355E-02	   9.29764451E-05		   3.24838905E-02	   9.29754705E-05
  -5	   5		   3.23911710E-02	   9.84905198E-05		   3.23909320E-02	   9.84902966E-05
  -4	   5		   3.27973356E-02	   9.63582543E-05		   3.27968289E-02	   9.63582560E-05
  -3	   5		   3.29259083E-02	   9.71472544E-05		   3.29256587E-02	   9.71462273E-05
  -2	   5		   3.34547468E-02	   1.01158483E-04		   3.34542304E-02	   1.01157155E-04
  -1	   5		   3.34494680E-02	   9.84476659E-05		   3.34492138E-02	   9.84480937E-05
   0	   5		   3.37552116E-02	   9.89270256E-05		   3.37548534E-02	   9.89278755E-05
   1	   5		   3.34314256E-02	   1.05334554E-04		   3.34311781E-02	   1.05333422E-04
   2	   5		   3.34552568E-02	   1.00729268E-04		   3.34547353E-02	   1.00728697E-04
   3	   5		   3.29213852E-02	   9.95805603E-05		   3.29211426E-02	   9.95792551E-05
   4	   5		   3.28132801E-02	   9.93525634E-05		   3.28127771E-02	   9.93525811E-05
   5	   5		   3.23853251E-02	   9.25090787E-05		   3.23850866E-02	   9.25075046E-05
   6	   5		   3.24657722E-02	   9.56178985E-05		   3.24654308E-02	   9.56182613E-05
  -5	   6		   3.24754251E-02	   9.39990378E-05		   3.24751001E-02	   9.39968786E-05
  -4	   6		   3.24964747E-02	   9.80123807E-05		   3.24962305E-02	   9.80108927E-05
